tweet,date,retweet,like,year_month,year,sentiment,new_tweet_text,period,month_year
united are prepared to allow alexis sanchez to go out on loan next season good or bad news ,2019-03-13,71,70,2019-03,2019,1,united prepared allow go loan next season good bad news,before,2019-03
i apologize for posting an article yesterday about the missing malaysia airlines plane  because it turns out it was not a new article  article was posted yesterday by someone  reputable  i follow and i misinterpreted that post as saying it was a new article  my bad ,2019-03-13,3,69,2019-03,2019,0,I apologize post article yesterday miss plane turn new article article post yesterday someone reputable I follow I post say new article bad,before,2019-03
by objective standards  the  islamicrepublic is a failure  those hanging on to infrequent  minute bright spots should look at  iran s development vs peer   neighboring states since 79  while iran s been in a coma   turkey   malaysia   uae   many others blazed fwd   40yearsfailure,2019-12-02,21,68,2019-02,2019,0,objective failure hang infrequent minute bright look development peer neighbor since coma turkey many,before,2019-12
slowly but surely  ph going down d drain  wif racist agenda by dap  combined wif incompetent ministers  bad bahasa kebangsaan by deputy ministers    lousy appointed officials  a great recipe 4 disruption of beautiful malaysia  well done bn rantau    prkrantau,2019-04-13,44,67,2019-04,2019,0,slowly surely go drain racist agenda dap combine incompetent bad deputy lousy great recipe disruption beautiful well,before,2019-04
at this time on 9th may 2018  i was lining up at d polling station in muar  it was festive  msians of all races were eager to cast their vote  but we were also nervous   whatever the results  by the end of today  the malaysia we know will never be the same ,2019-09-05,13,67,2019-05,2019,1,time may I line polling station festive eager cast vote also nervous whatever end today know never,before,2019-09
bank negara malaysia decided to cut overnight policy rate by 25 basis points  that s 0 25 percentage point  to 3 00   so 9 out 11 economists polled by nikkei markets got it right    the other two predicted that opr will remain unchanged ,2019-07-05,71,67,2019-05,2019,0,bank decide cut overnight policy rate basis percentage point poll get right two remain unchanged,before,2019-07
politics in malaysia was bad in the past  and now  it became worse  lost of words ,2019-12-06,24,67,2019-06,2019,0,politic bad past worse lose,before,2019-12
malaysia    is having epidemic of rape incest of young girls by their brothers or fathers   is having economical issues  is having issue with child marriage among muslims  violation of human rights galore mahathir   ok but lgbt is bad  the west is bad  israel  bad,2019-11-22,53,65,2019-11,2019,0,epidemic rape incest young economical issue child marriage among violation human galore bad west bad bad,before,2019-11
today a grab driver welcomed me to malaysia  he was first babbling about how the new govt is all bad and how the old govt was all great and mighty  i didn t really mind since i couldn t care less  then he noticed i was sabahan and asked  adik dh brapa lama tinggal kat malaysia ,2019-07-13,52,65,2019-07,2019,1,today grab driver I first babble new bad old great mighty I really mind since I care less I lama kat,before,2019-07
malaysia summit is a ray of hope for progressive muslim leaders to think through key issues  it’s a shame that pakistan is not represented at the highest level  we need to learn to engage with a multipolar world   imrankhanpti,2019-12-19,12,63,2019-12,2019,1,summit ray hope progressive think key shame high level need learn engage multipolar world,before,2019-12
what is cultural gap  when there is power failure in america  they call the power company  when there is power failure in japan  they test the fuse  when there is power failure in malaysia  they curse tnb sesb    they look at their neighbor’s house,2019-11-17,41,62,2019-11,2019,0,cultural gap power failure call power company power failure japan test fuse power failure curse look neighbor house,before,2019-11
i arrived in malaysia 1am today  slept at 6am  woke up at 12pm  been out shopping almost all day bcs i need to buy a dress for an event on monday    shopping gives me a headache  i am so tired i want to sleep for 10 years,2019-03-30,1,60,2019-03,2019,0,I today sleep woke shop almost day I need buy dress event shop I headache I tired I want sleep,before,2019-03
some of malaysia’s igshops are problematic  you cant afford to pay a certain influencer their rate  you expose the rates to the public wishing people would shame them but what if people complain about your thailand bought items with the price of a triple   ,2019-02-19,41,59,2019-02,2019,0,problematic afford pay certain influencer rate expose public wish people would shame people complain buy price triple,before,2019-02
too bad wan kuzain couldn t be in sea games  this is probably our last chance to see him represent malaysia and last bit of reason why we all should watch the tournament  just hoping this won t be the last time  door is always open for kuzain to play for malaysia ,2019-11-22,43,57,2019-11,2019,1,bad wan sea probably last chance see represent last bit reason watch tournament win last time door always open play,before,2019-11
 ggmu injury  romelu lukaku anthony martial jesse lingard marcus rashford luke shaw nemanja matic we may have to start mason greenwood good or bad news ,2019-03-22,67,56,2019-03,2019,0,injury martial luke shaw may start mason greenwood good bad news,before,2019-03
yawn  bosan ah malaysia    a fresh grad with a manila card and marker pen is threatening  they are not scared of wong yan ke     they are scared of the other wong yan kes he will inspire  they are only doing this to instill fear ,2019-10-17,19,54,2019-10,2019,1,yawn ah fresh grad manila card marker pen threaten wong yan wong yan inspire instill fear,before,2019-10
seriously if something bad will be happening tomorrow i am buying a one way ticket to malaysia today ,2019-05-21,24,51,2019-05,2019,0,seriously something bad happen tomorrow I one way ticket today,before,2019-05
malaysia cut rates to 3  from 3 25  as expected by  trinhnomics   i had called on valentine s day that malaysia would be the next one after india to cut   it s right  yay   ,2019-07-05,6,47,2019-05,2019,0,cut I valentine day would next one cut right,before,2019-07
even in malaysia   i was pushed behind by fansites   she is fat and huge and tall   she put her fatass arm on my shoulder and push me down   fuck you for ruining my first time at rock zone   i make my way all to the back of the zone and settle myself there  ,2019-01-21,24,47,2019-01,2019,1,even I behind fat huge tall put arm shoulder push I first time rock zone I make back zone settle,before,2019-01
great week   ggmu tuesday  u21s beat rotherham 2 nil  in efl  friday  u23s beat west brom 5 nil  in pl2  saturday  u18s beat sunderland 3 nil  in pl north  sunday  1st team beat chelsea 4 nil  in pl  not a bad start to the season,2019-12-08,31,47,2019-08,2019,1,great week beat nil beat west nil beat nil north team beat nil bad start season,before,2019-12
ph s malaysia baru would not materialise unless ph win the hearts and minds of the civil servants  criticizing and chastising and blaming civil servants in public is a very2 bad idea  harap maklum ,2019-06-03,34,47,2019-03,2019,0,baru would unless win heart civil blame civil public bad idea,before,2019-06
i want to meet bts and i want them to come to malaysia but im scared  i dont know why but im just scared   ngl that part of me dont want them to come to malaysia but if they dont come here  i wont get to meet them then  i dont think i can fly to other country just to meet them   ,2019-04-28,10,46,2019-04,2019,1,I want meet I want come I know part I want come come I get meet I think I fly country meet,before,2019-04
dengan ini saya doa stray kids takkan datang malaysia for that stupid kpop event  enough is enough  been through a lot of bad shits during kljamm  dahlah harga yahudi,2019-05-24,9,45,2019-05,2019,0,saya stray stupid event enough enough lot bad,before,2019-05
why is our  indian prime minister  modi ji angry at malaysia and turkey  not china   scared ,2019-10-24,6,45,2019-10,2019,0,prime minister angry turkey china,before,2019-10
i left malaysia to go travel because i felt heartbroken and a bit depress  now i’m back and the feeling return too,2019-09-14,12,43,2019-09,2019,0,I leave go travel I feel heartbroken bit depress I back feeling return,before,2019-09
malaysia took the fight to china and had them well and truly scared  can t really asked more in the match  but now it s an anxious wait for the other matches to finish ,2019-03-26,52,43,2019-03,2019,1,take fight china well truly really match anxious wait finish,before,2019-03
the worst  missuniverse stage ever  poor miss malaysia  shame on you  missuniverse   shame on you,2019-07-12,15,42,2019-12,2019,0,bad stage ever poor miss shame shame,before,2019-07
 wts  selling ong seongwu fanmeeting in kl malaysia 2 x apple tickets  different rows  original price rm610 dm if interested  i was too nervous and bought extras lmao  ongseongwu1stfanmeetingtour,2019-02-16,78,42,2019-02,2019,1,sell x apple different original price interested I nervous buy,before,2019-02
hi good afternoon  watched the video of x1 at the airport just now  made me scared if x1 members and especially yohan might get injured  please protect our boys  one it malaysia please behave when x1 come to our country later  don t be like that ,2019-09-15,17,41,2019-09,2019,1,hi good afternoon watch video airport make I especially might get injure please protect one please behave come country later like,before,2019-09
i dnt mind if bts didnt come to malaysia bcs i m scared that antis will do any harm to them it would give bad impacts for my armys  remember abt an indian company sabotage korean idol videos on yt incl singularity  you knew the impact goes to indian armys also  im sorry for them,2019-03-02,11,41,2019-02,2019,0,I mind come I harm would give bad remember company sabotage idol singularity know impact go also sorry,before,2019-03
lukaku  “when something is bad with me with belgium  they bring up my origins  so that’s why i always say ‘i’m congolese  but i’m belgium ’ that’s why i don’t talk to the media because there’s always something ” welcome back lukaku,2019-03-13,9,41,2019-03,2019,0,something bad I bring I always say I I I talk medium always something welcome back,before,2019-03
for 16 years  pdp taught nigerians that stealing is not corruption  it will take another 16 years to change the mindset this is the root cause of what s happening in south africa  saudi arabia  thailand  malaysia  usa  uk  libya  italy and every where you hear bad news about us,2019-01-05,33,40,2019-05,2019,0,teach stealing corruption take another change root cause happen south every hear bad news,before,2019-01
the main thing to note from recent water cut is how much of malaysia’s critical infrastructure has no back up and vulnerable to single point attack which knocks out almost everything,2019-04-26,25,39,2019-04,2019,0,main thing note recent water cut much critical infrastructure back vulnerable single point attack almost everything,before,2019-04
when malaysia treat us the minority as third class citizens  don t ask us when many of us don t join the army  being in the army needs a sense of pride and ownership to this motherland  but you take even that from us  leaving us hopeless against our motherland ,2019-04-24,16,39,2019-04,2019,1,treat minority third class ask many us join army army need sense pride ownership motherland take even leave hopeless motherland,before,2019-04
every person who supports bds against israel  but has not a bad word to say about malaysia  is an antisemite  and that includes jews  the same goes for all the other   truly   evil regimes   especially including the corrupt  dictatorial  terroristic palestinian authority ,2019-01-22,18,39,2019-01,2019,0,every person bad word say go truly evil especially corrupt dictatorial terroristic authority,before,2019-01
g neville   united will win again  that s going to happen  i can guarantee you as clear as day  united will win again  they ll probably win the league before liverpool  that’s not being disprespectful  they’re closer than you think and it’s not as bad as you think ”  sky ,2019-08-15,15,39,2019-08,2019,1,g united win go happen I guarantee clear day united win probably win league close think bad think sky,before,2019-08
minta semua parti melayu masuk dalam ppbm   dr m soalan sy  why this call now   is umno pkr pan pas going to be deregistered soon      maybe that will pave the way to fulfill his dream to make his son as pm i got a bad feeling about this  malaysia  malaysian  malaysiabaharu,2019-06-07,22,39,2019-07,2019,1,call pan go soon maybe pave way fulfill dream make son I get bad feeling,before,2019-06
i feel bad for jaehwan   no wonder lah there s a lot of k idols don t want to come to malaysia   the organizer doesn t know how to handle the event well    kimjaehwaninmy,2019-07-27,7,39,2019-07,2019,0,I feel bad wonder lot k want come organizer know handle event well,before,2019-07
i always leave a safe distance between me and the car in front  note that in malaysia that is an invitation for other cars to cut inside ,2019-10-25,33,38,2019-10,2019,1,I always leave safe distance I car front note invitation cut inside,before,2019-10
im kinda lowkey scared      what if malaysias stop for ep5 is also cancelled     we aint seeing any flight schedules to malaysia from those flight accs         ,2019-07-29,24,38,2019-07,2019,0,stop also see flight flight,before,2019-07
indonesia  “we just outlawed child marriage  the internet’s happy  being progressive isn’t too bad ” malaysia  “we just made it illegal for people of a certain skin colour to gather ” indonesia  “wtf bro ”,2019-12-28,2,37,2019-12,2019,0,child marriage happy progressive bad make illegal people certain skin colour gather,before,2019-12
please share with me your experiences with therapy or counselling  good  bad  helpful or not  malam nanti kita discuss ,2019-11-01,17,36,2019-01,2019,1,please share I therapy good bad helpful discuss,before,2019-11
the failure of ph they are only interested in finding faults in wrongdoings of bn they failed to understand that there is an uphill task to bring back malaysia as the economic powerhouse time is running out for ph  malaysia  malaysian  malaysiabaru  pakatanharapan  malaysiaboleh,2019-03-21,21,36,2019-03,2019,0,failure interested find understand uphill task bring back economic powerhouse time run,before,2019-03
pau2019 was a total failure many stayed away from participating it bcoz it is still run by a group of thieves   criminals  umnoonline  puteriumnomy  wanitaumnomsia  ppumonline  presidenumnoazh  tokmatn9  najibrazak  1mdb  umnoonline  melayu  malay  malaysia  malaysian  islamic,2019-07-12,12,35,2019-12,2019,0,total failure many stay away still run group,before,2019-07
malaysia is the  most scared and biggest lickers of china  in the area  the model shud be thailand vietnam singapore  philippines   indonesia  yes  every country needs to work with china   but let s keep our pride courage and believe in our own capabilities ,2019-02-07,11,34,2019-07,2019,1,big china area model yes every country need work china let keep pride courage believe,before,2019-02
bank negara malaysia s monetary policy committee  mpc  decided to maintain the overnight policy rate  opr  at 3 00 percent  recap  bnm was first central bank in sea to cut rates this year ,2019-12-09,35,33,2019-09,2019,0,bank monetary policy committee decide maintain overnight policy rate percent recap first central bank sea cut year,before,2019-12
 qt oh no   peterdutton mp on alp border protection in 2011 2012  again does not mention his side refused to assist the government in parliament when hc blocked the malaysia solution  you are a hypocrite  some australians do actually remember what you didn’t do  shame  auspol,2019-10-17,16,32,2019-10,2019,0,oh alp border protection mention side assist government parliament block solution hypocrite actually remember shame,before,2019-10
ooops  forgot to say goodbye to kuala lumpur  so tired last night went str8 to bed and leave early for singapore  tetapi semoga saya bisa cepat kembali ke malaysia ya  kl is the city where i feel most welcomed ,2019-08-04,1,32,2019-04,2019,0,forget say tired last night go bed leave early saya ya city I feel,before,2019-08
once i saw a hijabi crowdkill in the pit in malaysia  fking badass she ain’t scared of shit bc she got allah by her side ,2019-07-11,16,32,2019-11,2019,1,I see pit get side,before,2019-07
dewan maki hamun parliament full of uncivilized thugs   comedians mereka tak layak menjadi ahli parlimen it s a great shame  these hooligans never realized the world is watching us  malaysians  malaysian  malaysia  malaysiaboleh  malaysiabaru  malaysiago  pakatanharapan  umnopas,2019-03-13,15,31,2019-03,2019,1,dewan maki parliament full uncivilized great shame never world watch,before,2019-03
i’m so tired of people saying miami isn’t a vacation a vacation is wherever the fuck you want to go to get away  relax and explore from the stress and worries of your normal  regular everyday life  whether it’s miami  minnesota  malibu  moscow  morocco or malaysia doesnt matter,2019-05-28,18,31,2019-05,2019,0,I tired people say vacation vacation wherever want go get away relax explore stress normal regular everyday life whether morocco matter,before,2019-05
hai semua  today cuaca kat sini not bad tapi hujan sikit  so me and husband tak dapat sambung kira stocks and we just stay at home  suhu 18 but sejuk lain macam  so while at home  i netflix je since morning tadi  because theres nothing much i can do here ,2019-09-02,11,31,2019-02,2019,0,today kat bad I husband stock stay home lain home I since morning nothing much I,before,2019-09
yes lgbt is not welcoming in malaysia or any other country obviously  tntng setentangnya even in every religion state that woman are made for man and man are made for woman  not for the same sex  please kerajaan buat something  dunia makin tenat and i m scared seeing all of this ,2019-10-03,19,31,2019-03,2019,1,yes welcome country obviously even every religion state woman make man man make woman sex please something I see,before,2019-10
solskjær   at times he  lukaku  did well  but he was tired towards the end and after he went off we missed his physical presence  can we score 2 away goals ,2019-11-04,11,30,2019-04,2019,0,time well tired towards end go physical presence score away,before,2019-11
malaysia doesn t have it as bad as us with this new abortion law now  but most women still don t have access to safe procedures  for some reason i feel compelled to share my story  tw cw for medical stuff and birth stuff  i guess  1   ,2019-05-19,12,30,2019-05,2019,1,bad new abortion law still access safe reason I feel share story medical stuff birth stuff I guess,before,2019-05
did this kid from my uni really caption his photo   young dumb and broke  when he was one of the only five people who could afford to go on an international college trip to malaysia     smh  why do rich people want to be relatable so bad ,2019-06-25,0,29,2019-06,2019,0,really caption photo young dumb break one five people could afford go international college trip rich people want relatable bad,before,2019-06
ole   i think he ll  marcus  be okay  he s been working so hard and he s been a bit tired  i think he ll be alright  ,2019-01-01,5,29,2019-01,2019,0,I think work hard bit tired I think alright,before,2019-01
i have a bad feeling that nct will skip malaysia  i guess i ll save more for overseas concert or straight up closing in korea ,2019-02-20,9,29,2019-02,2019,1,I bad feeling skip I guess I save overseas concert straight,before,2019-02
jual malaysia is the new malaysia  sell sell sell  then share market still drop drop drop  ringgit still getting worthless and rakyat still suffering  give them a chance  malaysian will be better they said  still waiting to see the difference ,2019-09-18,20,27,2019-09,2019,0,new sell sell sell share market still drop drop drop still get worthless still suffer give chance well say still wait see difference,before,2019-09
malaysia s nfdp has had moderate success  but it must be emphasised that it is a programme borne out of the failure of the country s clubs   fas to commit to youth development  and it s taxpayers  money that s being spent  in a country whose economy is declining ,2019-09-08,37,27,2019-08,2019,1,moderate success must borne failure country commit youth development money spend country whose economy,before,2019-09
 fresh  wonyoungie   we have a long weekend in malaysia so no work today  no i didn t see you last weekend    yes we will all support and give you strength today  don t be nervous  fighting for isac  let s get it   wonyoungmail  agent12 ,2019-12-08,3,27,2019-08,2019,1,fresh long weekend work today I see last weekend yes support give strength today nervous fighting let get,before,2019-12
getting kind of nervous now  it’s all or nothing today  fly to malaysia to compete in the final or stay home and watch the livestream  race starts in about an hour   williamsesports,2019-10-21,0,26,2019-10,2019,1,get kind nervous nothing today fly compete final stay home watch race hour,before,2019-10
i want all freebies from  hellocixinmy today because they all look so good  i want to buy new photocard folder for cix  so please come to malaysia soon  too bad i can’t go ㅠㅠ,2019-08-09,10,26,2019-09,2019,1,I want today look good I want buy new folder please come soon bad I go,before,2019-08
malaysia used to be my fave it’s a such a shame the person she’s turned into on the basketball wives platform,2019-09-27,8,25,2019-09,2019,0,use shame person turn basketball platform,before,2019-09
 epf  retirement  malaysia well done  epf  thank you for the phenomenal 6 15  dividend for 2018  honestly  given how bad last year was for equities  i would have been ecstatic with just 5   keep up the great work for almost 15 million malaysians   rajendevadason,2019-02-16,15,24,2019-02,2019,1,retirement well thank phenomenal dividend honestly give bad last year I would ecstatic keep great work almost million,before,2019-02
salam twitter users from  malaysia   it s ramadan  lets just chill for a bit lah  yes someone said something stupid  why not for a short while  just live and let live  too tired to be enraged without coffee ,2019-05-15,13,24,2019-05,2019,0,twitter chill bit yes someone say something stupid short live let live tired enrage without coffee,before,2019-05
had two opportunities to migrate before  now is probably the 3rd  no matter how bad it seems  malaysia is still home  and really if you closed your ears and eyes on certain ppl  it s great   like when i m sick  all i want is sambal petai ikan bilis and cencalok  maybe pekasam too,2019-08-17,6,24,2019-08,2019,1,two migrate probably matter bad still home really close certain great like I sick I want sambal maybe,before,2019-08
tharshan’s eviction is result of channel’s planning or failure of his over confidence  it’s impossible he’ll get less than sherin    whatever happened is result of his over build up of being the potential winner now title may go  malaysia  srilanka or  india  biggbosstamil3,2019-09-28,9,24,2019-09,2019,1,eviction result channel failure confidence impossible get less whatever result build potential winner title may go,before,2019-09
was driving back awhile ago and i couldn t see the road as the haze is sooooo bad  oh my malaysia  here goes another sleepless night  no aircond lorrr,2019-03-20,0,24,2019-03,2019,0,drive back awhile ago I see road haze bad oh go another sleepless night,before,2019-03
can malaysia create buzzfeed unsolved kind of ghost hunting tv show    ill be shane please im stupid and funny when im scared i promise you’ll get a lot of audience,2019-06-06,5,24,2019-06,2019,1,create unsolved kind ghost hunting show ill please stupid funny I promise get lot audience,before,2019-06
guys stop talking bad about asian countries  japan is unique malaysia is peaceful thailand is lovely indonesia india china singapore is rich,2019-11-09,15,24,2019-09,2019,1,stop talk bad japan unique peaceful lovely china rich,before,2019-11
calling yrself ph govt a   malaysia baru   what a shame   just continuing what bn headed by dsnr all the foundation laid by him n you claim credit by re  branding it and claimed yr ideas    never never in the world hv such a stupid govt  ,2019-04-24,10,23,2019-04,2019,0,call baru shame head foundation lay n claim credit yr never never world stupid,before,2019-04
anyways next week i m flying to malaysia for a check up and a small surgery to remove let s hope is not cancer       it s probably just a cyst again but i m also lowkey scared,2019-08-05,0,23,2019-05,2019,0,anyways next week I fly check small surgery remove let hope cancer probably cyst I also,before,2019-08
indian traders cut purchase of palm oil from malaysia  will hit at the heart of the southeast asian country’s industry  with non cooperation on trade  indians can teach a unforgettable lesson to malaysia who support pak on kashmir   levinaneythiri  anilmjacob  vigilante ap,2019-10-19,16,23,2019-10,2019,1,cut purchase palm oil hit heart southeast country industry non trade teach unforgettable lesson support vigilante,before,2019-10
okay yall non malaysian dont ever come here again next time if malaysia is bad and shitty  macpiepro take all the blame where the organizer that is not malaysian don t even bother to explain ,2019-07-27,20,23,2019-07,2019,0,non nt ever come next time bad take blame organizer even bother explain,before,2019-07
the future in malaysia scares me  i don t know if young working adults like me will ever be able to survive in such a bad economy  how will we ever strive and have a good life ,2019-08-02,9,23,2019-02,2019,1,future I I know young work like I ever able survive bad economy ever strive good life,before,2019-08
rt whatever it is we r going to bring bts in malaysia by ourselves  i can t wait anymore i miss them so bad  let s do this and i m freaking hope bighit gonna drop bts tour speak yourself stadium and hopefully i can see malaysia in the listpls rt and like  bringbtsinmalaysia,2019-07-04,13,22,2019-04,2019,1,whatever r go bring I wait I miss bad let I hope drop tour speak stadium hopefully I see like,before,2019-07
stop talking shit about kelantan  yes they have some bad issues and questionable people in power but they re still cool and have great food  we need to love all the states in malaysia  let s talk shit about other country johor for example ,2019-01-04,11,22,2019-04,2019,1,stop talk yes bad questionable people power still cool great food need love let talk country example,before,2019-01
ha ha ha     in 2 days  malaysia will celebrate their “hari kebangsaan”  i’m scared  on what are they going to present  ha ha ha  monsta  wau  les copaque  digital durian  etc  i know you all are preparing something       burry me ,2019-08-30,0,22,2019-08,2019,1,ha ha ha day celebrate I go present ha ha ha digital durian I know something burry I,before,2019-08
sulit din ang pag malaysia namin  1st runner up not bad,2019-07-07,0,22,2019-07,2019,0,din runner bad,before,2019-07
honestly hope that ojek doesnt become a thing in malaysia  bad for traffic  even worse for the environment  cukuplah sekadar servis menghantar makanan  sincerely from a dude who lived in jakarta for 3 years,2019-08-24,2,21,2019-08,2019,1,honestly hope become thing bad traffic even bad environment sincerely dude live,before,2019-08
so fucking disappointed with this  mugenrao confirm will be nominated next week  just as i was afraid listening to bad company gonna lead him to early elimination  biggbosstamil  biggbosstamil3 go back to malaysia la if you still listen to this horrible abi   vanitha gang,2019-04-07,4,21,2019-07,2019,0,disappointed confirm nominate next week I afraid listen bad company lead early elimination go back la still listen horrible gang,before,2019-04
1  5 ft 1 5in 2  o  3  pisces 4  1 5  pan 6  brown 7  v dk brown  almost black 8  us 9  philippines 10  malaysia  hong kong  maldives 11  vocal 12  i don’t watch any 13  love on top   beyonce 14  tired drop an emoji   i’ll dm you the questions,2019-01-08,0,20,2019-08,2019,1,pan brown v brown almost black hong vocal I watch love top tired drop I,before,2019-01
all credit for singapore for their showing today  24 hours after finishing a gruelling 50 overs schedule in malaysia  the flew in back home and took on nepal in a t20 game  not an easy task by any means and in all lilelyhood  the bowlers are tired and in need of a 1 2 days break,2019-09-29,0,20,2019-09,2019,1,credit showing today finish schedule flew back home take game easy task tired need day break,before,2019-09
kang depyonim can you come to malaysia and do it at axiata  we are so scared with all this cancellation  danielk konnect,2019-07-29,14,20,2019-07,2019,1,kang come cancellation,before,2019-07
 mh370 do i worry that the plane may not be found at zenith when malaysia approves the final search  no  the math has been in use for 3k  years  i didn t invent it  if the plane isn t at zenith  inmarsat may worry because it will suggest bad bto data ,2019-04-25,3,19,2019-04,2019,0,I worry plane may find zenith final search math use I invent plane zenith may worry suggest bad datum,before,2019-04
solskjær   we ve got ten wins  at old trafford   five draws and a defeat at home so we re not bad  but the last two have been a concern  ,2019-04-14,5,19,2019-04,2019,0,get ten old five defeat home bad last two concern,before,2019-04
a lot of idiots in malaysia are so scared of number 4 ,2019-01-15,10,19,2019-01,2019,1,lot number,before,2019-01
the  smokingban in  malaysia should be an opportunity for us to think about two things  1  the role of the state in policing people s lives on grounds of public interest  and 2  the effectiveness of criminalisation as instrument to curb bad behaviour ,2019-01-01,15,19,2019-01,2019,1,opportunity think two role state people ground public interest effectiveness instrument curb bad behaviour,before,2019-01
my tmi game 1  146 2  a 3  taurus 4  5 5  your sexuality 6  brown 7  black 8  malaysia 9  bangkok i miss it do 10  mekkah   melbourne   london 11  rapper hahahaa damn shit 12  tah tak ingat 13  rindu sendiri dilan 14  tired drop an emoji   i’ll dm ydou the questions,2019-08-25,0,19,2019-08,2019,0,game sexuality brown black bangkok I miss rapper damn tired drop,before,2019-08
when sultan of perak arrived in london at the invitation of queen victoria in 1888  his aide thought it would look bad to admit they had no anthem so he just decided to croon a popular seychelles melody   that later went on to become malaysia s national anthem ,2019-06-20,1,19,2019-06,2019,1,sultan invitation queen aide think would look bad admit anthem decide croon popular melody later go become national anthem,before,2019-06
malaysia itunes k pop album charts — march 18  2019  57 director s cut  80 you make my day  90 you made my dawn  seventeen  세븐틴    pledis 17  ,2019-03-18,15,18,2019-03,2019,0,k pop album march director cut make day make dawn seventeen,before,2019-03
if you look really closely in both of the piala malaysia semi final game  their defense are really that      bad    pialamalaysia2019,2019-10-26,0,18,2019-10,2019,0,look really closely semi final game defense really bad,before,2019-10
macc must investigate cyber security malaysia for failure to identify the person in the sex video with haziq aziz  this reeks of corruption to protect someone because  cybersecuritymy chose not to use sophisticated techologies available worldwide   latheefakoya  sprmmalaysia,2019-07-26,9,18,2019-07,2019,1,must investigate security failure identify person sex video corruption protect someone choose use sophisticated available,before,2019-07
meleis wanted malaysia to be saudi arabia 2 0 so bad but let s see their reactions when they found out bts is gonna have a concert there,2019-07-14,6,18,2019-07,2019,0,bad let see find concert,before,2019-07
someone needs to take responsibility for the deplorable condition of the pitch st the nat stadium bukit jalil  pitch is in real bad shape after just 30 minutes  no excuses but heads must roll  wembley of malaysia  who you trying to kid   syedsaddiq  tonyfernandes  fam malaysia,2019-07-06,18,18,2019-06,2019,0,someone need take responsibility deplorable condition pitch st nat stadium pitch real bad shape must roll try fam,before,2019-07
forgot to say that i will be on  cnbci tomorrow to discuss everything  just kidding  only malaysia s cut  bot decision  no change  philippines decision thursday  cut of rrr    us china trade war development at 810am tomorrow,2019-07-05,3,17,2019-05,2019,0,forget say I tomorrow discuss everything cut bot decision change decision cut us china trade war development tomorrow,before,2019-07
look it’s fine to be surprised that i’m from malaysia when my english accent is spot on  also fine to be intrigued as to why that might be  don’t however say that a  you’re impressed   b  it’s good that i’ve lost it  as if implying a “foreign” accent is bad  no ma’am ur wrong,2019-12-28,0,17,2019-12,2019,0,look fine I accent spot also fine might however say b good I lose foreign accent bad ur wrong,before,2019-12
malaysia is full with racism don t   me  i m tired living in this ugly ass country   ,2019-04-02,5,17,2019-02,2019,0,full racism I I tired live ugly ass country,before,2019-04
my  realasiangranny was formidable  cut off her hair to pass as a boy when japan invaded malaysia in wwii  chain smoked into her 70s  stopped only when doctors warned she’d go blind if she didn’t  could silence you with a single glare  her smile was fire  birthed 6 amazing kids,2019-02-20,6,17,2019-02,2019,0,formidable cut hair pass boy japan chain smoke stop go blind could silence single glare smile fire amazing,before,2019-02
someone messaged me from malaysia and usa asking if they can collab with my cupsleeve event  i m too tired to think right now  i ll get back to you maybe tomorrow ,2019-10-28,0,17,2019-10,2019,0,someone I event I tired think right I get back maybe tomorrow,before,2019-10
the day i shave my legs and i do not accidentally cut myself is the day malaysia snows la  mayere,2019-12-23,3,17,2019-12,2019,0,day I shave I accidentally cut day la,before,2019-12
things i never thought i would say  a copy of hopeless  maine was stolen from the table of our partner in japan  who was promoting hm at the tokyo international film festival  it may now be in china  russia  france  or malaysia  i think we are flattered ,2019-07-11,3,17,2019-11,2019,0,I never think I would say copy hopeless steal table partner japan international film festival may china russia I think,before,2019-07
since my dad died a few months ago  occassionally there are days where i am reaaaaaaallly tired of being born into this world as a  constitutionally  malay   muslim woman in malaysia ,2019-06-11,3,17,2019-11,2019,0,since dad ago day I tired bear world constitutionally woman,before,2019-06
islamic state reaches to sri lanka  where chinese have invested and run sea port  means their entry to south asia and possibly they may stretch to indonesia  malaysia and the region in militancy would be giving a feather cut to china ,2019-04-23,7,16,2019-04,2019,0,state sri run sea port entry south possibly may stretch region militancy would give feather cut china,before,2019-04
2019 malaysia open top 24 underway  eight games and cut to the top 3  congratulation kyle troup  sean rash and dom barrett on making the cut  now grab those top 3 spots   afish300  sean rash  dom barrett  storm nation  pbatour,2019-04-05,1,16,2019-05,2019,0,open top underway eight cut top congratulation kyle rash dom make cut grab top rash dom storm nation,before,2019-04
i am seriously so annoyed  everyone has some kind of fetishes and mine happen to be about general state of affairs in msia  why do i get comments like   aiyoh  why u talk about politics or cases that bring bad name to malaysia all the time   ,2019-11-13,6,16,2019-11,2019,1,I seriously everyone kind mine happen general state I get like u talk politic bring bad name time,before,2019-11
people got detained at police station just because of your dumb ass  you brought shame to yourself you brought shame to malaysia organizer you brought shame to malaysia ,2019-03-25,1,16,2019-03,2019,0,people get police station dumb ass bring shame bring shame organizer bring shame,before,2019-03
sometimes i hope that i can rewind the time to the time i was filling upu  i didn’t know how to choose which u  what was the correct path  what was the nation recent need in careers  well  my spm was not so bad with 9as 1b  i basically can choose any u that i want in malaysia ,2019-11-20,0,16,2019-11,2019,1,sometimes I hope I rewind time time I fill I know choose u correct path nation recent need well bad I basically choose u I want,before,2019-11
